Date,Open,High,Low,Close,Date
30-Sep-2014,7948.8,8030.9,7923.85,7964.8,9/30/14
29-Sep-2014,7978.45,7991.75,7934.7,7958.9,9/29/14
26-Sep-2014,7885.85,7993.3,7841.8,7968.85,9/26/14
25-Sep-2014,8003.3,8019.3,7877.35,7911.85,9/25/14
24-Sep-2014,8015.55,8042.05,7950.05,8002.4,9/24/14
23-Sep-2014,8144.4,8159.75,8008.1,8017.55,9/23/14
22-Sep-2014,8084.45,8159.9,8064.8,8146.3,9/22/14
19-Sep-2014,8129.4,8160.9,8105.35,8121.45,9/19/14
18-Sep-2014,7950.65,8120.85,7939.7,8114.75,9/18/14
17-Sep-2014,7971.5,7990.65,7936.95,7975.5,9/17/14
16-Sep-2014,8036.6,8044.9,7925.15,7932.9,9/16/14
15-Sep-2014,8070.35,8077.3,8030,8042,9/15/14
12-Sep-2014,8087.05,8114.3,8071.6,8105.5,9/12/14
11-Sep-2014,8115.15,8127.95,8057.3,8085.7,9/11/14
10-Sep-2014,8135.55,8135.75,8082.1,8094.1,9/10/14
09-Sep-2014,8161.9,8174.55,8126.5,8152.95,9/9/14
08-Sep-2014,8132.95,8180.2,8126.15,8173.9,9/8/14
05-Sep-2014,8099.9,8122.7,8049.85,8086.85,9/5/14
04-Sep-2014,8114.2,8114.8,8060.9,8095.95,9/4/14
03-Sep-2014,8110.85,8141.9,8092.25,8114.6,9/3/14
02-Sep-2014,8038.6,8101.95,8036.55,8083.05,9/2/14
01-Sep-2014,7990.35,8035,7984,8027.7,9/1/14
28-Aug-2014,7942.25,7967.8,7939.2,7954.35,8/28/14
27-Aug-2014,7933.9,7946.85,7916.55,7936.05,8/27/14
26-Aug-2014,7874.5,7915.45,7862.45,7904.75,8/26/14
25-Aug-2014,7931.75,7968.25,7897.95,7906.3,8/25/14
22-Aug-2014,7904.55,7929.05,7900.05,7913.2,8/22/14
21-Aug-2014,7875.35,7919.65,7855.95,7891.1,8/21/14
20-Aug-2014,7915.8,7922.7,7864.05,7875.3,8/20/14
19-Aug-2014,7901,7918.55,7881.15,7897.5,8/19/14
18-Aug-2014,7785.25,7880.5,7779.2,7874.25,8/18/14
14-Aug-2014,7756.15,7796.7,7739.1,7791.7,8/14/14
13-Aug-2014,7717.3,7757.1,7695.7,7739.55,8/13/14
12-Aug-2014,7688.8,7735.75,7654.8,7727.05,8/12/14
11-Aug-2014,7619.85,7635.55,7598.6,7625.95,8/11/14
08-Aug-2014,7588.7,7592.45,7540.1,7568.55,8/8/14
07-Aug-2014,7651.15,7708.95,7630.4,7649.25,8/7/14
06-Aug-2014,7726.15,7740.95,7658.95,7672.05,8/6/14
05-Aug-2014,7706.65,7752.45,7638.05,7746.55,8/5/14
04-Aug-2014,7639.55,7694.8,7622.05,7683.65,8/4/14
01-Aug-2014,7662.5,7716.7,7593.9,7602.6,8/1/14
31-Jul-2014,7784.65,7791.85,7711.15,7721.3,7/31/14
30-Jul-2014,7746.2,7798.7,7707.6,7791.4,7/30/14
28-Jul-2014,7792.9,7799.9,7722.65,7748.7,7/28/14
25-Jul-2014,7828.2,7840.95,7748.6,7790.45,7/25/14
24-Jul-2014,7796.25,7835.65,7771.65,7830.6,7/24/14
23-Jul-2014,7794.9,7809.2,7752.9,7795.75,7/23/14
22-Jul-2014,7708.2,7773.85,7704.8,7767.85,7/22/14
21-Jul-2014,7701.65,7722.1,7674,7684.2,7/21/14
18-Jul-2014,7630.25,7685,7595.5,7663.9,7/18/14
